,Review,Sentiment
3870,Excellent Genuine and good. Goes a long way.READ MORE,1
3871,Pretty good Playing is good but very short life.... may be old stock . I use 350 from very long time it lasts for 5 to 7 days easily but this time each shuttle stands for hardly 3 days . All shuttles goes in same way cork breaksREAD MORE,1
3872,Really Nice niceREAD MORE,1
3873,Value-for-money Quality product....READ MORE,1
3874,Super! Just okREAD MORE,1
3875,Excellent Good package and good productREAD MORE,1
3876,Terrific Thanks for yonex and these are best for both indoor and outdoor any one can go through this product blindlyREAD MORE,1
3877,Value-for-money NiceREAD MORE,1
3878,Simply awesome goodREAD MORE,1
3879,Just wow! good one but delivery was tooo late.READ MORE,1
3880,Perfect product! NYC productREAD MORE,1
3881,Fair good oneREAD MORE,1
3882,Must buy! NiceREAD MORE,1
3883,Super! SuperrrrbREAD MORE,1
3884,Perfect product! GoodREAD MORE,1
3885,Wonderful ExcellentREAD MORE,1
3886,Value-for-money Good productREAD MORE,1
3887,Wonderful Good QualityREAD MORE,1
3888,Value-for-money GoodREAD MORE,1
3889,Fabulous! Nice product .READ MORE,1
3890,Must buy! Gud 1READ MORE,1
3891,Highly recommended GoodREAD MORE,1
3892,Wonderful RecommendedREAD MORE,1
3893,Worth the money value for moneyREAD MORE,1
3894,Just wow! Nice and good shuttlecock Very fast delivery I love it Thank u flipkart deliveryREAD MORE,1
3895,Decent product SuperREAD MORE,1
3896,Just okay Good value for money and speed delivery.READ MORE,1
3897,Excellent Best qualityREAD MORE,1
3898,Fabulous! FlexibleREAD MORE,1
3899,Worthless Superb 👌READ MORE,1
3900,Mind-blowing purchase Good oneREAD MORE,1
3901,Super! Nice qualityREAD MORE,1
3902,Highly recommended Simply Perfect 👌READ MORE,1
3903,Classy product Nice and durable Specifically... very effective for beginnersREAD MORE,1
3904,Great product FantasticREAD MORE,1
3905,Did not meet expectations It get damaged at fast.READ MORE,1
3906,Great product The rubber is not qualifyREAD MORE,1
3907,Wonderful SuperREAD MORE,1
3908,Awesome Good quality & faster deliveryREAD MORE,1
3909,Fabulous! Waste.....waste....waste...loss of money..!Don't buy guysREAD MORE,0
3910,Brilliant As always. It's the best buy. And Flipkart is the right place for thisREAD MORE,1
3911,Unsatisfactory Excellent product!!READ MORE,1
3912,Best in the market! Gud 1READ MORE,1
3913,Worth every penny Shuttle is very good in quality.And the rubber part is also very smooth for paly.READ MORE,1
3914,Wonderful Awesome must buyREAD MORE,1
3915,Great product very worstREAD MORE,0
3916,Awesome Great for that priceREAD MORE,1
3917,Highly recommended Loved it...READ MORE,1
3918,Must buy! Package was good and they sent latest mfg part.READ MORE,1
3919,Perfect product! SupperREAD MORE,1
3920,Terrific purchase GoodREAD MORE,1
3921,Good choice Packing is very worstREAD MORE,0
3922,Excellent Nice shuttleREAD MORE,1
3923,Just wow! Super dealREAD MORE,1
3924,Excellent GoodREAD MORE,1
3925,Simply awesome Excellent productREAD MORE,1
3926,Best in the market! Highly durable! Will buy moreREAD MORE,1
3927,Wonderful I feel better now when I am playingREAD MORE,1
3928,Perfect product! Good product...original and good price than marketREAD MORE,1
3929,Worst experience ever! Order to Delivery completed in 35 hours. Great Flipkart...READ MORE,1
3930,Super! Best qualityREAD MORE,1
3931,Terrific Still goodREAD MORE,1
3932,"Excellent Nice. Very fast delivery by flipkart. Delivered next day in small city banswara,Rajasthan. Superb. 5 star for delivery.READ MORE",1
3933,Fabulous! Good quality.READ MORE,1
3934,"Classy product Best product flipkart,4 players continues play per day 4 hour 8 day one cork.READ MORE",1
3935,Does the job Good oneREAD MORE,1
3936,Awesome GoodREAD MORE,1
3937,Brilliant osm product....READ MORE,1
3938,Classy product Good jobREAD MORE,1
3939,Great product Good oneREAD MORE,0
3940,Classy product Value for moneyREAD MORE,1
3941,Terrific Good productREAD MORE,1
3942,Hated it! Good productREAD MORE,1
3943,Terrific It's good in slow.... I'll pref fast one.. Overall its goodREAD MORE,1
3944,"Must buy! Best one...., ⭐⭐⭐⭐⭐READ MORE",1
3945,Worth the money good productREAD MORE,1
3946,Must buy! Quality productWonderful deliveryDelivered on timeGood packagingREAD MORE,1
3947,Best in the market! GdREAD MORE,1
3948,Nice NiceREAD MORE,1
3949,Mind-blowing purchase GoodREAD MORE,1
3950,"Best in the market! This Product is perfect for regular badminton players, in Indoor atmosphere.READ MORE",1
3951,Brilliant Simply awesomeREAD MORE,1
3952,Nice product The product i received was not good.READ MORE,0
3953,Fair Mainde  blowingREAD MORE,1
3954,Good Gud productREAD MORE,1
3955,Perfect product! NiceREAD MORE,1
3956,Must buy! Excellent productREAD MORE,1
3957,Terrific purchase Genuine product by yonex. Durable shuttles.READ MORE,1
3958,Fabulous! Bottom part use to come out white smashREAD MORE,1
3959,Wonderful Nice specifyREAD MORE,1
3960,Very Good It's highly durable and of great quality...I just loved it 🥰READ MORE,1
3961,Awesome BestREAD MORE,1
3962,Just okay Poor qualityREAD MORE,1
3963,Good quality product Using it for few weeks... So far performance is okay...have good shot strength... easily recommendable.... durability have to be checked..READ MORE,1
3964,Must buy! It is strictly made to meet the Indoor Conditions. Don't buy this if U are playing in Outdoor Conditions.READ MORE,1
3965,Fabulous! GoodREAD MORE,1
3966,Worth every penny NiceREAD MORE,1
3967,Excellent Delivery service simply superbREAD MORE,1
3968,Good quality product Delivery boy is very helpful.READ MORE,1
3969,Worth the money It's not a bad product. but quality is not good  that's it..READ MORE,1
3970,Must buy! Nice oneREAD MORE,1
3971,Really Nice It's looking cute and also it's playing greatREAD MORE,1
3972,Simply awesome good product .READ MORE,1
3973,Mind-blowing purchase Good👌🏻READ MORE,1
3974,"Good quality product Good, no one is damaged all  shuttles are goodREAD MORE",1
3975,Not good Really Good... Recommended... I will bought it againREAD MORE,1
3976,Super! Good jobREAD MORE,1
3977,"Nice product Super. Must buy. Thanks to flipcart for good service and their super fast service is ""never before"".READ MORE",1
3978,Must buy! evergreenREAD MORE,1
3979,Terrific ExcellentREAD MORE,1
3980,Good Box same but shuttlecocks changeREAD MORE,1
3981,Brilliant Mavis is massive shuttleREAD MORE,1
3982,Worth the money Nice productREAD MORE,1
3983,Awesome Excellent slow moving durable productREAD MORE,1
3984,Excellent Very niceREAD MORE,1
3985,Perfect product! Quality vevy very very very bad....whyREAD MORE,0
3986,Classy product Good product must buy.......READ MORE,1
3987,Mind-blowing purchase very good productREAD MORE,1
3988,Mind-blowing purchase Very goodREAD MORE,1
3989,Highly recommended Very good quality and very durable product.READ MORE,1
3990,"Pretty good Should be economic, higher cost causes less people will attract to bedmintonREAD MORE",1
3991,Value-for-money Awesome product 👌👌👌👌READ MORE,1
3992,Great product best qualityREAD MORE,1
3993,Very Good good productREAD MORE,1
3994,Worth every penny Good product 👍 so thank you flipkart and sellerREAD MORE,1
3995,Must buy! SuperREAD MORE,1
3996,Highly recommended WellREAD MORE,1
3997,Nice product Slow shuttle nice productREAD MORE,1
3998,Terrific purchase Powerful shuttleREAD MORE,1
3999,Brilliant GoodREAD MORE,1
4000,Terrific Timely delivery. Satisfactory under paying conditions.READ MORE,1
4001,Awesome Received in sealed pack.Thanks flippcart and its seller.READ MORE,1
4002,Decent product Got this product in 2 days heavenly awesomeREAD MORE,1
4003,Fair Nice productREAD MORE,1
4004,Does the job SatisfiedREAD MORE,1
4005,Perfect product! Rightly priced... Good Quality..worth the buy..Daily usage and durable too..READ MORE,1
4006,Terrific Superb. Very durableREAD MORE,1
4007,Nice Nice productREAD MORE,1
4008,Highly recommended Absolutely fantastic!READ MORE,1
4009,Does the job Very fantastic product but their plastic is so light weightREAD MORE,1
4010,Pretty good GoodREAD MORE,1
4011,Classy product GoodREAD MORE,1
4012,Good choice too much exepensiveREAD MORE,1
4013,"Just wow! Good one, best choice, super qualityREAD MORE",1
4014,Very Good Nice product tq flipkartREAD MORE,1
4015,Super! Best shuttlesREAD MORE,1
4016,Worth the money Wonder fullREAD MORE,1
4017,Good quality product Not so good as expected....READ MORE,1
4018,Just wow! Gud oneREAD MORE,1
4019,Terrible product ones more time | booked this item From rallinet they cheat me send a dummy Product in the box of YonexREAD MORE,1
4020,Classy product Good purchase..READ MORE,1
4021,Highly recommended Good qualityREAD MORE,1
4022,Excellent NiceREAD MORE,1
4023,Perfect product! Excellent product.I love the delivery of flipkartREAD MORE,1
4024,Best in the market! Its very poorREAD MORE,1
4025,Useless product SuperREAD MORE,1
4026,"Delightful Ok ok, yellow colour is best compared to thisREAD MORE",1
4027,Value-for-money Good  productREAD MORE,1
4028,Terrible product Very NiceREAD MORE,1
4029,Simply awesome Good product worth buying...READ MORE,0
4030,Decent product a GOOD productREAD MORE,1
4031,Brilliant Very good product and good priceREAD MORE,1
4032,Terrific Best buy and its the original productREAD MORE,1
4033,Awesome Good than expectedREAD MORE,1
4034,Just wow! Super long lifeREAD MORE,1
4035,Brilliant Not good & lasting.....READ MORE,0
4036,Awesome GoodREAD MORE,1
4037,Wonderful Awesome experience.READ MORE,1
4038,Best in the market! Very badREAD MORE,0
4039,Classy product Good qualityREAD MORE,1
4040,Super! GoodREAD MORE,1
4041,Excellent Mind blowing super fantasticREAD MORE,1
4042,Value-for-money GoodREAD MORE,1
4043,Did not meet expectations Good productGood coveringREAD MORE,1
4044,Very Good Good Product.READ MORE,1
4045,Slightly disappointed Best qualityREAD MORE,1
4046,Good quality product Best qualityREAD MORE,1
4047,"Highly recommended Thanks to Flipkart, fast delivery. One day before. Thanks to  Ekart corrier alsoREAD MORE",1
4048,Terrific GoodREAD MORE,1
4049,Brilliant Nice quality....awesome yonex is yonex ....baap is baap 😍😍😍READ MORE,1
4050,Perfect product! GoodREAD MORE,1
4051,Best in the market! ExcellentREAD MORE,1
4052,Super! Good productREAD MORE,1
4053,Classy product Very slowREAD MORE,0
4054,Brilliant Good product. Packing was little damaged but internal product found safe.READ MORE,1
4055,Good choice Not badREAD MORE,0
4056,Good quality product Gud but need a liitle bit imporovementREAD MORE,1
4057,Decent product Nice product.READ MORE,1
4058,Awesome GoodREAD MORE,1
4059,Perfect product! Good quality stuffREAD MORE,1
4060,Moderate Very good shuttle for intermediate users 🍁READ MORE,1
4061,Worth the money GudREAD MORE,1
4062,Simply awesome Nice.and yonex 350 is better than 2000.first I confused very much.at last by some other frnds I ordered this product and was very nice no doubtREAD MORE,1
4063,Nice Brand no more wordsREAD MORE,1
4064,Pretty good Must buyREAD MORE,1
4065,Terrific purchase Good but bit expensiveREAD MORE,1
4066,Best in the market! Value for moneyREAD MORE,1
4067,"Very Good Excellent ,After buying this product ,again I ordered another packREAD MORE",1
4068,Horrible Very good quality.READ MORE,1
4069,Must buy! Genuine productREAD MORE,1
4070,Terrific purchase Second time deliverd orginal product thanks flipkartREAD MORE,0
4071,Must buy! good qualityREAD MORE,1
4072,Good quality product Very goodREAD MORE,1
4073,Must buy! One day late delivery but okREAD MORE,1
4074,Fabulous! Very NiceREAD MORE,1
4075,Value-for-money Got original product checked in sunrise.com..go for itREAD MORE,1
4076,Wonderful Good quality productREAD MORE,1
4077,Highly recommended GoodREAD MORE,1
4078,Mind-blowing purchase Don't buy this item product missing.READ MORE,0
4079,Classy product Right product send by sellerREAD MORE,1
4080,Very Good ExcellentREAD MORE,1
4081,Awesome GoodREAD MORE,1
4082,Very Good GoodREAD MORE,1
4083,Highly recommended Superb shuttlesREAD MORE,1
4084,Delightful NiceREAD MORE,1
4085,Worth every penny NiceREAD MORE,1
4086,Nice product Good enough to playREAD MORE,1
4087,Simply awesome OkREAD MORE,1
4088,Brilliant Nice productsREAD MORE,1
4089,Just wow! NYC oneREAD MORE,1
4090,Worth every penny GoodREAD MORE,1
4091,Just okay Yonex 350 we r using this since 6 7 yrs. It is of good quality.. Better price than open market shops..better to select slow if you are playing outdoor shuttle..READ MORE,1
4092,Brilliant NiceREAD MORE,1
4093,Fair Super Cheap rateREAD MORE,1
4094,Worth every penny Know for its durability..no need to mention it go for itREAD MORE,1
4095,Worth the money Happy because I got it for reasonable price. Hope I will get the same product again with the same priceREAD MORE,1
4096,Perfect product! NiceREAD MORE,1
4097,"Excellent Very good, timely delivered, thanks to  flipkartREAD MORE",1
4098,Wonderful AwesomeREAD MORE,1
4099,Must buy! SuperREAD MORE,1
4100,Terrific purchase goodREAD MORE,1
4101,Worth the money goidREAD MORE,1
4102,Terrific purchase Genuine product. Thank you FlipkartREAD MORE,1
4103,Worth every penny NiceREAD MORE,1
4104,Great product NycREAD MORE,1
4105,Terrific Best quality but high price.READ MORE,1
4106,Highly recommended GoodREAD MORE,1
4107,Good GoodREAD MORE,1
4108,Good choice SuperREAD MORE,1
4109,"good , but see which speed you are buying Best shuttle toREAD MORE",1
4110,Worth every penny Good productREAD MORE,1
4111,Nice product Maximum 10 daysREAD MORE,1
4112,Great product NiceREAD MORE,1
4113,Fabulous! Nice product I m using it from 5 yearsREAD MORE,1
4114,Awesome Best qualityREAD MORE,1
4115,Highly recommended Great product which is both durable and light weight.READ MORE,1
4116,Terrible product Quality shuttles and speedy delivery by flipkartREAD MORE,1
4117,Does the job Delivery done super fast but it's price keeps increasing regularly. WorrisomeREAD MORE,1
4118,Great product Nice product but feather top is mostly damagedREAD MORE,1
4119,"Worthless good for only beginners or time pass players ,because it flies very slow , if you want to play fast game pick faster one .  quality is really good 1 will come for 100 hours play. i bought them for 750 bit high for slow version.READ MORE",1
4120,Decent product NiceREAD MORE,1
4121,Good quality product NiceREAD MORE,1
4122,Perfect product! VniceREAD MORE,1
4123,Nice NiceREAD MORE,1
4124,Does the job Super........READ MORE,1
4125,Delightful Really Fantastic 👍READ MORE,1
4126,Terrific every purchase rate increased and product quqlity not goodREAD MORE,0
4127,Hated it! Product quality not goodREAD MORE,1
4128,Fabulous! goodREAD MORE,1
4129,Nice product Waste shuttles too old and wet shuttles don't sell this type of old and useless products sorry to say this next time you sell good productsREAD MORE,0
4130,Excellent Good product but very costly...READ MORE,1
4131,Value-for-money Some shuttlecocks were faster on indoor court.READ MORE,1
4132,Best in the market! Its a premium shuttle.  LonglastingREAD MORE,1
4133,Wonderful GoodREAD MORE,1
4134,Awesome Quality was not goodREAD MORE,1
4135,Highly recommended Good qualityREAD MORE,1
4136,Must buy! GoodREAD MORE,1
4137,Must buy! Product not goodREAD MORE,0
4138,Mind-blowing purchase SuperREAD MORE,1
4139,Just wow! GoodREAD MORE,1
4140,Perfect product! Best shuttle in market.. No one near to yonex..READ MORE,1
4141,Best in the market! the rate is costly compare to regular price.it is helpful if u reduce price.READ MORE,1
4142,Classy product Awesome productREAD MORE,1
4143,Pretty good good productREAD MORE,1
4144,Nice product Once again fabulous work flipkart.Great product and great packing.Lot of appreciation for you flipkart.READ MORE,1
4145,Must buy! SuperREAD MORE,1
4146,Nice product NiceREAD MORE,1
4147,Pretty good Thank you Flipkart and saler super quality on low priceREAD MORE,1
4148,Really Nice WonderfulREAD MORE,1
4149,Perfect product! SuperREAD MORE,1
4150,Terrific Excellent purchase...READ MORE,1
4151,Awesome NiceREAD MORE,1
4152,Pretty good Good quality shuttles  best for indoor in nylon shuttlesREAD MORE,1
4153,Terrific purchase NiceREAD MORE,1
4154,Fair GoodREAD MORE,1
4155,Utterly Disappointed GreatREAD MORE,1
4156,Terrific purchase Good one for outdoor play also In indoor play very good shuttle to play But confused in 75 & 77..?what is the difference..?READ MORE,1
4157,Brilliant Good quality.READ MORE,1
4158,Wonderful GoodREAD MORE,1
4159,Pretty good Best shuttles that i used in my lifeREAD MORE,1
4160,Simply awesome superREAD MORE,1
4161,Good GoodREAD MORE,1
4162,Really Nice Good in qualityREAD MORE,1
4163,Worth every penny Ty flipkart got genuine productREAD MORE,1
4164,Worthless Not badREAD MORE,1
4165,"Good choice It's not original.dummy item , don't purchase.READ MORE",0
4166,Classy product best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10READ MORE,1
4167,Excellent GoodREAD MORE,1
4168,Fabulous! NiceREAD MORE,1
4169,Mind-blowing purchase SuperREAD MORE,1
4170,Fabulous! GoodREAD MORE,1
4171,Waste of money! Delivery on time but quality not match with YONEX.  Not trustworthy with originalREAD MORE,1
4172,Good choice Best of this price excellent qualityREAD MORE,1
4173,Terrific purchase Nice one! Buy it before thinking even twice.READ MORE,1
4174,Delightful Only for indoorREAD MORE,0
4175,"Wonderful Long lasting, good trajectory and well balanced shuttles must buy productREAD MORE",1
4176,Good choice NiceREAD MORE,1
4177,Must buy! Super QualityREAD MORE,1
4178,Excellent Value for money ⭐⭐⭐⭐⭐ 5 starsREAD MORE,1
4179,Does the job Good productREAD MORE,1
4180,Perfect product! very niceREAD MORE,1
4181,Good choice Not goodREAD MORE,0
4182,Worth every penny Good product reasonable pricedREAD MORE,1
4183,Simply awesome SuperbREAD MORE,1
4184,Best in the market! Nice productREAD MORE,1
4185,Best in the market! Good productREAD MORE,1
4186,Not recommended at all Best qualityREAD MORE,1
4187,Worth the money Great for our outdoor playingREAD MORE,1
4188,Not recommended at all GoodREAD MORE,1
4189,Best in the market! PerfectREAD MORE,1
4190,Wonderful Perfect for allREAD MORE,1
4191,Must buy! Best in the budget.READ MORE,1
4192,Pretty good Nice product I am happy with this product 👌😊😊😊👍READ MORE,1
4193,Very Good Good qualityREAD MORE,1
4194,Really Nice GoodREAD MORE,1
4195,Worthless superREAD MORE,1
4196,Very Good Bad paking.. very bad.READ MORE,0
4197,Good quality product Good shuttle but after some time upper and lower parts get  differREAD MORE,1
4198,Excellent Quality issueREAD MORE,0
4199,Very Good Very best for money and weight is like holding a pen and the delivery is very fastREAD MORE,1
4200,Fabulous! GoodREAD MORE,1
4201,Mind-blowing purchase AWESOMEREAD MORE,1
4202,Great product Good productREAD MORE,1
4203,Mind-blowing purchase GoodREAD MORE,1
4204,Simply awesome Value for money.READ MORE,1
4205,Perfect product! Old stokeREAD MORE,0
4206,Terrific GoodREAD MORE,1
4207,Classy product Just okREAD MORE,1
4208,Brilliant Good.READ MORE,1
4209,Brilliant SuperREAD MORE,1
4210,Best in the market! Awesome product..as expected.great shuttle speed and durability.must buy...READ MORE,1
4211,Worth the money Best in all levels of playersREAD MORE,1
4212,Great product goodREAD MORE,1
4213,Excellent Very good productREAD MORE,1
4214,Utterly Disappointed Great.. I like itREAD MORE,1
4215,Must buy! Nic productREAD MORE,1
4216,Nice product Good one..READ MORE,1
4217,Really Nice Xcellent productREAD MORE,1
4218,Decent product Beginners and intermediate player's can use effectively it's good to play at any conditionsREAD MORE,1
4219,Simply awesome Best product h. Maja aa gyaREAD MORE,1
4220,Simply awesome Good qualityREAD MORE,1
4221,Wonderful Best in marketREAD MORE,1
4222,Awesome I am HappyREAD MORE,1
4223,Value-for-money Nice oneREAD MORE,1
4224,Worth the money Worst  item and old stockREAD MORE,0
4225,Horrible GoodREAD MORE,1
4226,Wonderful Nice productREAD MORE,1
4227,Best in the market! NiceREAD MORE,1
4228,Highly recommended This cork is waste don't buy this....I bought 2 times this cork but this very worst....broked in just 2matchesREAD MORE,1
4229,Worth the money nice oneREAD MORE,1
4230,Wonderful ExcellentREAD MORE,1
4231,Awesome AvgREAD MORE,1
4232,Good quality product Nice shuttleREAD MORE,1
4233,Absolute rubbish! BestREAD MORE,1
4234,Excellent Good quality shuttleREAD MORE,1
4235,Very Good Poor qualityREAD MORE,0
4236,Pretty good Satisfied with the qualityREAD MORE,1
4237,Fabulous! Nice productREAD MORE,1
4238,Fabulous! Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..READ MORE,1
4239,"Not good Super ,READ MORE",1
4240,Awesome GoodREAD MORE,1
4241,Pretty good NiceREAD MORE,1
4242,Highly recommended These are good for beginners although we should play with feather. These is good not fast enough.READ MORE,1
4243,Worth every penny Very old stock. Shuttles got damaged easilyREAD MORE,0
4244,Good quality product super qualityREAD MORE,1
4245,Pretty good BestREAD MORE,1
4246,Fabulous! Awesome and guinine product.READ MORE,1
4247,Super! GoodREAD MORE,1
4248,Unsatisfactory No words to say...always bestREAD MORE,1
4249,Super! Quality is MediumREAD MORE,0
4250,Could be way better NiceREAD MORE,1
4251,Worth every penny ExcellantREAD MORE,1
4252,Simply awesome Very useful to practiceREAD MORE,1
4253,Brilliant Fabulous product .READ MORE,1
4254,Terrific purchase very much long lastinga must buy productfull PAISA VASOOL productREAD MORE,1
4255,"Worth every penny Awesome , as usualREAD MORE",1
4256,Super! Best in yonexREAD MORE,1
4257,Wonderful Very good product.. genuineREAD MORE,1
4258,Best in the market! Quality is not goodREAD MORE,0
4259,Brilliant NiceREAD MORE,1
4260,Super! Something wrong with this each shuttle shape changes with one or two set plays don't buy itREAD MORE,0
4261,Brilliant Best in classREAD MORE,1
4262,Awesome original productREAD MORE,1
4263,Great product Good product.READ MORE,1
4264,Just okay SuperREAD MORE,1
4265,Great product Delivered on time and nice productREAD MORE,1
4266,Nice product It is a very good.Using from one week.READ MORE,1
4267,Classy product Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.READ MORE,1
4268,Wonderful Delivery was quick.agent behaviour was good as wellREAD MORE,1
4269,Must buy! SuperbREAD MORE,1
4270,Nice product Cheaper than market and they are originalREAD MORE,1
4271,Best in the market! nice productREAD MORE,1
4272,Simply awesome Vvvvvv goodREAD MORE,1
4273,Perfect product! Very goodREAD MORE,1
4274,Just okay Very good productREAD MORE,1
4275,Fabulous! Excellent purchaseREAD MORE,1
4276,Highly recommended GoodREAD MORE,1
4277,Terrific purchase Nice QualityREAD MORE,1
4278,Decent product Very nice and durable.. Must go for itREAD MORE,1
4279,Brilliant good quality...superv lifeREAD MORE,1
4280,Nice product Good product.. worth it...READ MORE,1
4281,Worth every penny PerfectREAD MORE,1
4282,Just wow! Varry goodREAD MORE,1
4283,Terrific GoodREAD MORE,1
4284,Good quality product Its goodREAD MORE,1
4285,Best in the market! AwesomeREAD MORE,1
4286,Wonderful FineREAD MORE,1
4287,Great product Good product.READ MORE,1
4288,Terrific purchase GoodREAD MORE,1
4289,Great product very very good productREAD MORE,1
4290,Simply awesome Good durable productREAD MORE,1
4291,Mind-blowing purchase Good productREAD MORE,1
4292,Highly recommended GoodREAD MORE,1
4293,Fair Best for outdoor playing.... very good 😁👍READ MORE,1
4294,Excellent GoodREAD MORE,1
4295,Wonderful Osm productREAD MORE,1
4296,Worth every penny Nice product .......well experience with flipkart thank you flipkartREAD MORE,1
4297,Pretty good GoodREAD MORE,1
4298,Terrific purchase Good delivery serviceREAD MORE,1
4299,Must buy! Nice product loved itREAD MORE,1
4300,Wonderful Good and on timeREAD MORE,1
4301,Good choice Very nice according to the price moneyREAD MORE,1
4302,Must buy! Very good👍READ MORE,1
4303,"Brilliant Very good, durableREAD MORE",1
4304,Excellent Excellent productREAD MORE,1
4305,Brilliant NiceREAD MORE,1
4306,Fair Delivered on time. Happy with delivery serviceREAD MORE,1
4307,Slightly disappointed Good product but if the time of the stability increased it becomes perfect product.READ MORE,1
4308,Great product AuthenticREAD MORE,1
4309,Delightful Value for moneyREAD MORE,1
4310,Classy product GOODREAD MORE,1
4311,Super! Good productREAD MORE,1
4312,Very Good fineREAD MORE,1
4313,Best in the market! AwesomeREAD MORE,1
4314,Good choice NiceREAD MORE,1
4315,Awesome Great product ...durable ...quality is also good when compared to the local marketsREAD MORE,1
4316,Really Nice Quality is not uptoREAD MORE,1
4317,Terrific purchase BadREAD MORE,0
4318,Must buy! AwesomeREAD MORE,1
4319,Just okay goodREAD MORE,1
4320,Wonderful Best productREAD MORE,1
4321,Hated it! At last I got it. Although very late due to lock down. Delivery man Mr. JP is a good and soft behave person. Thanks JP...READ MORE,1
4322,Wonderful Better shuttles from another shuttlesREAD MORE,1
4323,Could be way better It is superREAD MORE,1
4324,Waste of money! GreatREAD MORE,1
4325,"Best in the market! Awesome product. Trust me it's worth every penny you spend on it. It's durable, heavy enough and retains it's form even after a long day's play.READ MORE",1
4326,Mind-blowing purchase Good productREAD MORE,1
4327,Excellent Good products and good price than outside market..mainly during this lockdownREAD MORE,1
4328,Good choice NiceREAD MORE,1
4329,Wonderful OkREAD MORE,1
4330,Good quality product Good productREAD MORE,1
4331,Best in the market! Not original2nd qualityREAD MORE,0
4332,Terrific ya goodREAD MORE,1
4333,Moderate OkayREAD MORE,0
4334,Best in the market! WorstREAD MORE,0
4335,Wonderful Exceptional shuttles with good outdoor performance i.e with natural wind outside it has good aerodynamics anfd flight.trust yonex 350 and rough and toughREAD MORE,1
4336,Nice product Awesome shuttle. Durable tooREAD MORE,1
4337,Good quality product It's so niceREAD MORE,1
4338,Really Nice GoodREAD MORE,1
4339,Nice GoodREAD MORE,1
4340,Highly recommended Quick delivery with a good delivery person . Nice quality you can just go for it .READ MORE,1
4341,Value-for-money As usualREAD MORE,1
4342,Fabulous! GoodREAD MORE,1
4343,Super! Not felt like originalREAD MORE,0
4344,Highly recommended Best shuttle good product best quality and fastest delivery in 1 day delivered next dayREAD MORE,1
4345,Pretty good Good Quality shuttle. One shuttle goes more than a weekREAD MORE,1
4346,Perfect product! good produvtREAD MORE,1
4347,Worth the money Good but online product pictures clarification must be necessaryREAD MORE,1
4348,Highly recommended Genuine productREAD MORE,1
4349,"Terrific Fabulous , go with this.READ MORE",1
4350,Good choice Just  awesomeREAD MORE,1
4351,Awesome Nice productREAD MORE,1
4352,Wonderful Perfect for indoorsREAD MORE,1
4353,Terrific purchase Owsome product best in this range.READ MORE,1
4354,Best in the market! excellent productREAD MORE,1
4355,Terrific Better life using it with perfect playREAD MORE,1
4356,Brilliant It's awesomeREAD MORE,1
4357,Classy product One shuttle was of medium quality. But the other four shuttles are great. I searched for the scratch code in sunrisetnt website and found it to be genuinene.READ MORE,1
4358,Best in the market! NiceREAD MORE,1
4359,Fabulous! Delivery very fast and original productREAD MORE,1
4360,Must buy! Very niceREAD MORE,1
4361,"Excellent These are superb and original. Before ordering, I had a doubt whether I would get right product. While opening itself, I have understood that they are original and after playing, highly satisfied. Thank you.READ MORE",1
4362,Excellent GoodREAD MORE,1
4363,Classy product Good productREAD MORE,1
4364,Super! Original productREAD MORE,1
4365,Just wow! NiceREAD MORE,1
4366,Highly recommended Good...READ MORE,1
4367,Perfect product! Very nice 👌READ MORE,1
4368,Worth every penny Very niceREAD MORE,1
4369,"Terrific purchase Superb, original quality.READ MORE",1
4370,Good Worth for moneyREAD MORE,1
4371,Could be way better Worth and price is lessREAD MORE,1
4372,Classy product NiceREAD MORE,1
4373,Excellent ExcellentREAD MORE,1
4374,Best in the market! excellentREAD MORE,1
4375,Horrible Nice productREAD MORE,1
4376,Really Nice Best experienceREAD MORE,1
4377,Best in the market! Very bad because I repeated order but he send cheap quality shattelsREAD MORE,1
4378,Brilliant Excellent.....READ MORE,1
4379,Fabulous! GoodREAD MORE,1
4380,Wonderful Good qualityREAD MORE,1
4381,Utterly Disappointed BadREAD MORE,0
4382,Just okay Cheapest rate ever for the best outdoor cork.READ MORE,1
4383,Value-for-money Nice Product ..... Specially good choice for SmashesREAD MORE,1
4384,Wonderful SuperREAD MORE,1
4385,Fabulous! Quality was ok but cost of this product is too highREAD MORE,0
4386,Nice it's a best shuttle for playing outside .READ MORE,1
4387,Terrific purchase NiceREAD MORE,1
4388,Best in the market! not badREAD MORE,1
4389,Good quality product Good productREAD MORE,1
4390,Fair NiceREAD MORE,1
4391,Good Not a good qualityREAD MORE,0
4392,Awesome Not goodREAD MORE,1
4393,"Wonderful I am regularly playing with mavis 350, it is durable and good, cost effective, it lasts for 8 to 10 gamesREAD MORE",1
4394,"Simply awesome Weight is quite hight,though it's written slow.Its quite fast ..But good...READ MORE",1
4395,Highly recommended Perfect thank you productREAD MORE,1
4396,Classy product GoodREAD MORE,1
4397,Classy product this is best for smashREAD MORE,1
4398,Great product SuperREAD MORE,1
